MessageId, Thread
10, 956
140, 956
772, 956
933, 956
905, 956
940, 956
225, 956
513, 956
625, 956
323, 956
967, 706
835, 706
612, 706
477, 706
934, 706
1049, 706
687, 706
904, 706
9855, 19
313, 622
644, 622
1125, 622
110, 622
1679, 622
1142, 622
1046, 622
1747, 622
1869, 622
737, 622
957, 622
1159, 622
1589, 622
30, 622
1915, 622
856, 622
7921, 19
190, 948
91, 948
525, 948
272, 948
975, 948
72, 948
606, 948
879, 948
723, 788
1056, 788
744, 788
441, 788
466, 788
768, 788
18, 788
951, 788
380, 788
752, 788
1011, 788
591, 788
725, 788
963, 788
434, 839
986, 839
769, 839
422, 839
876, 839
359, 839
773, 839
604, 839
143, 759
1192, 759
947, 759
1652, 305
581, 305
628, 305
864, 305
308, 305
582, 305
1266, 305
126, 626
212, 626
31, 626
911, 626
79, 626
409, 626
856, 744
177, 744
417, 744
477, 744
915, 744
492, 744
113, 744
713, 744
610, 744
445, 744
878, 744
529, 744
800, 744
545, 744
117, 744
728, 744
909, 744
431, 744
670, 744
221, 744
289, 744
942, 744
1066, 744
898, 744
461, 744
583, 744
741, 744
954, 839
972, 839
237, 839
804, 839
912, 839
74, 839
979, 839
113, 839
672, 839
352, 305
1297, 305
1070, 305
1564, 305
1683, 305
1039, 305
945, 305
464, 305
1727, 667
649, 667
648, 667
893, 667
210, 667
144, 667
3, 583
512, 583
712, 583
727, 583
912, 583
314, 583
761, 583
169, 583
1328, 778
1915, 778
783, 778
1139, 778
1391, 778
1503, 778
1924, 778
622, 778
1347, 778
1113, 778
1631, 778
482, 778
567, 778
592, 778
1024, 778
769, 778
1720, 778
391, 778
79, 778
1451, 778
1580, 778
629, 778
1215, 778
1178, 778
812, 778
670, 788
942, 788
14, 788
957, 788
400, 788
1954, 791
204, 791
504, 791
978, 791
1509, 791
339, 791
1457, 791
1083, 791
1, 791
1218, 791
1115, 791
191, 791
169, 791
419, 791
382, 626
327, 626
967, 626
130, 626
511, 626
588, 956
643, 956
330, 956
319, 759
1007, 759
125, 759
312, 759
790, 759
797, 759
599, 759
45, 759
715, 759
1692, 759
1794, 759
1857, 759
559, 759
556, 759
939, 788
776, 788
257, 788
771, 788
391, 788
334, 788
79, 788
554, 788
8139, 542
1041, 948
278, 948
317, 948
785, 948
488, 948
143, 948
250, 948
152, 744
565, 744
537, 744
62, 744
940, 744
456, 744
680, 744
918, 744
975, 744
929, 744
920, 744
279, 744
504, 744
535, 744
846, 744
767, 744
805, 744
609, 744
69, 744
129, 744
198, 744
682, 744
633, 788
169, 788
978, 788
1021, 977
1679, 801
559, 306
600, 306
994, 306
96, 306
58, 306
1064, 306
270, 306
611, 306
770, 306
1009, 306
685, 948
581, 948
686, 948
575, 948
332, 948
469, 948
362, 948
1049, 948
784, 948
554, 948
311, 948
1606, 622
471, 663
1179, 663
1044, 663
411, 663
1045, 663
392, 663
902, 663
1094, 663
467, 663
993, 663
1677, 923
811, 773
886, 773
666, 773
938, 773
986, 773
610, 773
196, 773
267, 773
335, 773
517, 773
143, 773
491, 773
768, 773
1043, 773
651, 773
406, 306
658, 306
1012, 306
603, 306
345, 306
383, 306
624, 306
51, 306
132, 306
988, 306
215, 306
695, 306
909, 306
1029, 306
897, 306
578, 306
426, 306
520, 306
344, 306
802, 306
620, 306
513, 306
678, 306
938, 306
294, 306
560, 306
387, 306
88, 306
173, 306
931, 306
1076, 306
148, 306
756, 306
34, 306
810, 306
360, 306
518, 306
498, 306
631, 306
672, 306
89, 306
329, 306
63, 306
264, 306
666, 306
1011, 306
385, 306
608, 306
910, 306
76, 306
864, 306
178, 306
636, 306
1077, 306
908, 306
99, 306
488, 306
1071, 306
641, 306
753, 306
854, 306
129, 306
949, 306
874, 306
205, 306
1042, 306
185, 306
272, 306
900, 306
962, 306
989, 306
501, 306
598, 306
6590, 875
480, 948
59, 948
4300, 948
350, 948
772, 948
620, 948
159, 583
399, 583
750, 583
951, 583
175, 583
597, 583
902, 667
712, 667
1773, 667
444, 305
681, 305
359, 305
979, 305
560, 305
420, 305
131, 305
16, 305
1240, 305
851, 305
445, 305
536, 778
1467, 778
293, 778
517, 778
914, 778
1361, 778
190, 778
551, 778
51, 583
698, 583
994, 583
1062, 583
296, 583
79, 583
662, 583
774, 583
971, 583
1044, 583
615, 583
811, 583
489, 583
603, 583
913, 583
829, 583
346, 583
716, 583
9844, 977
3335, 6
1642, 977
452, 622
1660, 622
1503, 622
1286, 622
1577, 622
947, 622
1536, 622
1021, 622
1816, 622
1906, 622
1291, 622
1902, 622
749, 622
1887, 622
1437, 622
775, 622
1505, 622
842, 622
1405, 622
1990, 622
959, 622
1003, 146
321, 839
609, 839
145, 839
579, 839
1322, 305
753, 305
1337, 663
1634, 663
1679, 663
1298, 778
1959, 778
1253, 778
37, 778
750, 778
911, 956
663, 956
1049, 956
581, 956
764, 956
125, 956
688, 956
83, 956
538, 956
296, 956
512, 956
567, 773
676, 773
576, 773
1075, 773
1023, 773
42, 773
777, 773
910, 773
767, 773
214, 773
815, 773
501, 773
1078, 773
533, 773
253, 773
189, 773
498, 773
681, 773
375, 773
829, 773
571, 773
939, 773
879, 773
792, 773
376, 773
671, 773
481, 773
128, 773
712, 773
588, 583
348, 583
570, 583
828, 583
918, 583
1001, 788
1061, 788
630, 788
457, 788
184, 788
610, 788
343, 788
1078, 788
350, 788
35, 788
574, 788
814, 788
111, 788
100, 788
136, 788
542, 788
328, 788
800, 788
825, 788
91, 788
291, 788
247, 788
598, 788
95, 788
248, 788
780, 788
353, 788
592, 788
854, 788
998, 788
1048, 788
252, 788
280, 788
486, 788
376, 788
23, 788
250, 788
303, 788
777, 788
501, 788
612, 788
535, 788
271, 788
577, 788
244, 788
212, 788
87, 788
201, 788
312, 788
354, 788
933, 788
631, 788
972, 788
940, 788
492, 788
651, 788
827, 788
49, 788
1040, 788
638, 788
689, 788
641, 788
601, 788
60, 788
321, 788
671, 788
362, 788
1046, 788
175, 788
1030, 788
684, 788
327, 956
612, 956
1030, 956
1277, 759
1663, 759
164, 759
829, 759
1987, 759
920, 759
760, 759
972, 759
1182, 759
335, 759
390, 948
679, 948
1021, 948
920, 948
281, 948
132, 948
285, 948
275, 948
130, 948
559, 948
895, 948
947, 948
1042, 948
533, 948
928, 948
9849, 857
67, 788
316, 788
782, 788
899, 788
893, 788
608, 788
1068, 788
11, 788
388, 788
668, 788
889, 788
615, 788
808, 788
403, 788
1070, 788
6, 788
781, 788
600, 788
626, 788
407, 788
659, 788
1025, 788
324, 788
672, 788
260, 788
1018, 788
934, 788
4, 788
253, 788
249, 788
98, 788
200, 788
48, 788
837, 788
345, 788
135, 788
167, 788
625, 788
868, 788
979, 788
819, 788
459, 788
717, 788
46, 788
102, 788
161, 788
824, 788
355, 788
481, 788
907, 788
371, 788
764, 788
447, 788
47, 788
104, 788
408, 788
623, 788
757, 788
878, 956
814, 956
865, 956
18, 956
52, 956
168, 956
345, 956
12, 956
92, 956
366, 956
485, 956
866, 956
419, 956
750, 956
713, 956
1032, 956
275, 956
496, 956
199, 956
751, 956
31, 956
730, 956
1059, 956
853, 956
561, 956
665, 956
583, 956
499, 956
379, 956
592, 956
667, 956
74, 956
336, 956
1080, 956
653, 956
573, 773
21, 773
946, 773
521, 773
627, 773
188, 773
288, 773
632, 773
547, 773
899, 773
847, 773
295, 773
697, 773
122, 773
716, 773
309, 773
86, 773
754, 773
202, 773
1001, 773
895, 759
1421, 759
63, 759
1952, 759
108, 759
1328, 759
469, 759
342, 306
782, 306
992, 306
945, 306
1033, 306
176, 306
723, 626
837, 626
983, 626
108, 626
452, 626
975, 626
736, 626
277, 626
1082, 626
211, 626
810, 626
919, 626
479, 626
884, 626
1058, 626
517, 626
67, 626
94, 626
909, 626
879, 626
886, 626
831, 626
841, 626
540, 626
683, 626
721, 626
285, 626
506, 626
560, 626
9862, 146
787, 299
311, 299
146, 299
904, 299
1036, 299
512, 299
946, 299
401, 299
1027, 299
188, 299
581, 299
1638, 170
65, 773
1057, 773
784, 773
911, 773
1001, 25
46, 706
172, 706
394, 706
487, 706
701, 706
436, 706
841, 706
58, 744
719, 744
1039, 744
75, 744
762, 744
435, 663
457, 663
814, 299
99, 299
378, 299
521, 299
203, 299
474, 299
550, 956
500, 956
205, 956
356, 956
1039, 956
887, 956
259, 956
412, 956
622, 956
806, 956
214, 956
257, 956
188, 956
1065, 956
1252, 759
68, 759
219, 759
1615, 759
973, 773
408, 773
673, 773
1060, 773
220, 773
345, 773
1008, 773
151, 773
419, 773
842, 773
371, 773
958, 773
117, 773
381, 839
39, 839
200, 839
807, 839
142, 839
207, 299
864, 299
933, 299
1041, 299
121, 299
613, 299
7926, 16
3349, 16
165, 583
395, 583
382, 583
747, 583
506, 583
480, 583
507, 773
367, 773
272, 773
577, 773
809, 773
1147, 759
1194, 759
1336, 759
1550, 759
1427, 759
1556, 759
1984, 759
1177, 759
366, 759
984, 759
305, 759
1409, 759
1792, 778
676, 553
353, 553
253, 553
330, 553
902, 553
734, 553
108, 553
451, 553
588, 299
307, 299
628, 299
726, 299
420, 299
277, 299
622, 299
252, 299
843, 299
490, 299
689, 299
396, 299
544, 299
163, 299
974, 299
211, 299
194, 956
1209, 739
1874, 739
453, 739
251, 739
481, 706
847, 706
630, 706
63, 706
953, 706
802, 706
926, 706
106, 706
505, 706
50, 706
119, 706
283, 706
1193, 663
481, 663
112, 663
984, 663
1785, 663
83, 663
1456, 663
1747, 663
51, 663
1779, 663
491, 663
858, 663
1280, 663
34, 663
1995, 663
641, 663
1590, 663
781, 663
1222, 663
179, 663
449, 663
1880, 663
1100, 663
1561, 663
94, 956
446, 956
830, 956
1048, 956
589, 956
605, 956
144, 956
729, 956
466, 956
863, 956
700, 956
903, 956
314, 956
151, 956
899, 956
934, 956
900, 956
3, 956
437, 956
25, 739
474, 739
1380, 739
1658, 739
1251, 739
277, 739
886, 739
34, 739
935, 739
1991, 739
1736, 739
1496, 739
38, 948
135, 948
174, 948
178, 948
478, 948
937, 948
267, 299
245, 299
364, 299
1021, 299
244, 299
534, 299
706, 299
184, 299
475, 299
184, 791
268, 791
1383, 791
1022, 739
797, 739
1130, 739
1721, 739
1139, 739
362, 739
1616, 663
367, 663
1104, 663
700, 667
566, 667
412, 667
610, 667
354, 667
1865, 667
1347, 667
1433, 667
873, 667
1960, 667
1887, 667
791, 667
1381, 667
286, 667
688, 706
539, 706
716, 706
170, 706
187, 706
19, 706
777, 706
430, 706
614, 706
443, 706
977, 706
629, 706
167, 706
1014, 706
1144, 663
1374, 663
566, 663
1163, 663
270, 663
222, 663
980, 663
754, 663
1979, 663
137, 663
39, 791
90, 791
514, 791
552, 791
1348, 791
25, 791
641, 791
502, 791
61, 791
1241, 791
845, 791
942, 791
1259, 791
1243, 791
818, 791
371, 791
1221, 791
1311, 791
11, 592
238, 592
780, 592
325, 592
433, 592
85, 592
56, 592
201, 592
746, 592
806, 592
984, 592
48, 553
304, 553
907, 553
448, 553
294, 553
731, 553
1080, 553
846, 553
916, 553
362, 553
44, 986
151, 986
1027, 986
238, 986
861, 986
376, 986
918, 986
149, 986
434, 986
736, 986
756, 986
526, 986
251, 986
174, 986
652, 986
555, 986
604, 986
74, 986
114, 986
483, 986
707, 986
863, 986
666, 986
910, 986
786, 986
205, 986
769, 986
186, 986
492, 986
334, 986
607, 986
459, 986
875, 986
306, 986
324, 986
342, 986
104, 986
485, 986
517, 986
142, 986
634, 986
891, 986
271, 986
308, 986
703, 986
987, 986
122, 986
1005, 986
229, 986
496, 986
829, 986
242, 986
1045, 986
374, 986
442, 986
912, 986
590, 986
423, 986
650, 986
490, 986
256, 986
233, 986
182, 986
879, 986
556, 986
495, 986
835, 986
525, 986
380, 986
89, 986
608, 986
163, 986
715, 986
850, 948
955, 948
716, 948
815, 948
884, 948
652, 948
206, 948
551, 948
63, 948
702, 948
530, 592
494, 592
538, 592
128, 592
899, 592
432, 592
784, 592
646, 592
290, 592
905, 592
49, 592
8134, 30
648, 844
904, 844
702, 844
744, 233
179, 233
585, 233
1048, 233
1078, 233
749, 233
683, 233
694, 233
767, 233
889, 233
973, 233
823, 233
473, 233
995, 233
626, 233
342, 788
41, 788
373, 788
614, 788
818, 788
858, 788
586, 788
370, 788
917, 788
646, 788
876, 788
108, 788
999, 788
499, 788
901, 788
476, 788
750, 788
234, 788
368, 788
288, 788
395, 788
39, 788
430, 788
713, 788
996, 788
384, 788
168, 788
859, 788
892, 788
198, 788
356, 788
116, 788
187, 788
619, 788
924, 788
679, 788
13, 788
989, 788
551, 788
688, 626
1021, 334
190, 783
902, 783
725, 783
881, 783
262, 783
657, 783
567, 622
921, 622
45, 622
821, 622
548, 622
1391, 622
1873, 622
1029, 622
1377, 622
1882, 759
1651, 759
150, 759
222, 706
564, 706
236, 706
159, 706
954, 706
146, 706
759, 706
1035, 706
337, 706
1046, 706
875, 706
316, 706
652, 706
1030, 706
457, 706
766, 706
161, 706
260, 706
74, 706
318, 706
157, 706
174, 706
281, 706
986, 706
11, 706
902, 706
459, 706
386, 706
446, 706
732, 706
719, 706
790, 706
474, 706
1005, 706
108, 706
489, 706
890, 706
808, 626
5, 626
674, 626
1015, 626
192, 626
592, 626
767, 626
59, 744
996, 744
165, 744
608, 744
1028, 744
1027, 744
581, 744
860, 744
375, 744
57, 744
552, 744
60, 744
143, 744
267, 744
772, 744
364, 744
372, 744
845, 744
137, 744
979, 744
763, 744
1024, 744
138, 744
73, 744
760, 744
1002, 487
1681, 521
3362, 521
687, 663
655, 663
294, 663
1000, 521
4931, 215
481, 233
322, 233
866, 233
405, 233
1023, 215
4906, 215
976, 38
876, 367
1813, 367
391, 367
124, 367
1189, 367
31, 367
1954, 367
351, 367
816, 367
394, 367
32, 367
392, 367
774, 367
1077, 367
431, 367
682, 367
1186, 367
837, 367
1040, 367
314, 367
334, 367
1066, 367
407, 367
703, 367
1436, 367
630, 367
462, 367
665, 367
1029, 956
7935, 164
7929, 284
7929, 690
7910, 164
9836, 164
3339, 164
204, 305
201, 305
1401, 305
381, 305
1913, 305
801, 305
508, 305
535, 305
503, 305
1549, 305
248, 305
727, 305
270, 839
406, 839
117, 839
164, 839
94, 839
897, 839
468, 839
76, 839
375, 839
27, 839
6581, 445
156, 956
461, 956
504, 956
927, 956
283, 956
422, 956
695, 956
202, 956
977, 35
326, 667
695, 667
251, 667
1440, 667
1145, 667
1113, 667
7, 667
550, 667
1219, 667
248, 667
1505, 667
1680, 667
399, 667
821, 667
1946, 667
186, 667
605, 788
634, 788
163, 788
118, 788
416, 788
804, 788
300, 788
914, 788
196, 788
581, 788
1036, 788
1005, 788
1648, 487
735, 517
1287, 517
473, 517
1419, 517
700, 306
204, 306
642, 306
340, 306
543, 306
80, 306
881, 306
580, 306
82, 306
778, 306
607, 306
245, 306
125, 306
171, 306
1025, 306
308, 306
1821, 367
915, 367
29, 367
640, 367
192, 367
280, 367
1805, 367
393, 367
315, 367
1461, 367
977, 367
1927, 367
519, 367
1735, 367
211, 839
416, 839
1043, 839
2, 839
529, 839
835, 839
932, 839
5, 839
961, 839
372, 839
597, 839
181, 839
312, 839
843, 839
1032, 592
386, 592
1049, 592
824, 592
435, 592
915, 592
740, 592
1069, 592
713, 592
15, 592
299, 592
150, 592
177, 592
680, 592
526, 622
929, 622
230, 622
1712, 622
118, 299
742, 299
1005, 540
288, 759
322, 759
1958, 759
1754, 759
1664, 11
1639, 11
1195, 739
1856, 739
1893, 739
1825, 739
64, 739
814, 739
445, 739
470, 739
872, 739
1451, 739
639, 739
1727, 739
1029, 739
307, 739
287, 783
709, 783
978, 30
334, 553
302, 553
967, 553
577, 553
263, 553
1015, 553
973, 599
457, 599
592, 599
518, 599
1113, 367
1491, 367
42, 367
1771, 367
1500, 367
109, 367
323, 367
1033, 759
1524, 759
1758, 759
228, 759
568, 759
1530, 759
338, 759
1052, 759
1858, 759
84, 759
250, 759
1243, 759
1772, 759
333, 759
230, 759
1425, 759
940, 759
1084, 759
920, 745
1378, 745
527, 788
165, 788
30, 956
109, 956
909, 956
306, 956
368, 956
43, 956
723, 956
969, 599
41, 599
93, 599
994, 445
222, 744
933, 744
224, 744
148, 744
590, 744
607, 744
317, 744
316, 744
195, 744
335, 744
511, 829
872, 829
69, 829
9861, 164
3364, 164
1257, 305
1755, 305
904, 306
905, 306
547, 306
849, 306
964, 306
979, 306
909, 745
1821, 745
333, 745
1584, 745
141, 553
309, 553
136, 553
661, 553
562, 553
688, 553
257, 553
242, 553
1, 553
526, 553
937, 553
88, 805
1053, 805
243, 805
97, 805
1026, 805
989, 805
522, 805
100, 805
537, 805
682, 805
999, 466
7923, 466
1066, 839
939, 305
1028, 305
1152, 305
573, 592
807, 592
701, 592
47, 592
366, 592
47, 844
503, 844
1050, 844
132, 844
554, 844
67, 844
524, 844
759, 844
1662, 319
523, 599
660, 599
317, 599
723, 599
930, 599
193, 599
806, 599
537, 599
31, 739
1595, 739
117, 739
1010, 744
231, 744
824, 744
799, 744
2, 744
324, 744
515, 744
141, 744
630, 744
473, 744
837, 744
544, 744
183, 744
264, 744
453, 744
67, 306
567, 306
256, 306
1080, 306
452, 306
655, 306
822, 306
685, 306
1218, 667
1886, 667
1141, 667
1943, 667
1329, 667
1627, 667
1061, 667
271, 667
1196, 667
1330, 667
132, 667
357, 667
672, 667
1948, 667
717, 739
1603, 739
177, 829
1094, 829
1155, 829
50, 829
791, 829
925, 829
621, 829
1238, 829
800, 783
84, 783
708, 783
313, 783
857, 783
460, 783
665, 783
30, 783
106, 783
191, 783
310, 773
838, 773
75, 773
600, 773
87, 773
477, 773
249, 844
1067, 844
494, 844
543, 844
1000, 844
448, 844
187, 844
36, 844
874, 844
1052, 844
315, 844
481, 844
1007, 844
30, 844
33, 844
871, 844
298, 844
592, 844
158, 844
206, 844
231, 844
668, 844
263, 844
690, 844
740, 844
436, 844
677, 844
144, 844
247, 844
238, 577
906, 577
269, 791
1705, 791
29, 791
77, 791
651, 791
114, 791
794, 791
16, 791
527, 791
347, 626
408, 626
447, 626
502, 805
385, 805
828, 805
1054, 805
361, 805
225, 517
352, 517
917, 517
440, 517
1503, 517
1621, 517
170, 517
571, 517
1576, 517
1579, 517
1453, 517
1187, 517
1313, 517
1834, 517
129, 517
1421, 517
239, 517
699, 517
959, 517
1502, 517
1614, 517
10, 517
1206, 517
995, 517
1038, 517
1643, 442
1663, 680
727, 773
520, 773
979, 773
230, 773
822, 773
334, 773
344, 773
981, 773
365, 773
449, 773
423, 839
687, 839
8141, 343
996, 852
8116, 343
703, 305
562, 305
224, 305
883, 305
1673, 305
1430, 305
1703, 305
1707, 305
1765, 305
822, 599
694, 553
850, 553
286, 553
808, 553
1051, 553
157, 663
425, 663
139, 577
984, 577
179, 577
313, 577
633, 577
457, 577
885, 577
627, 577
1053, 577
695, 577
1068, 778
1827, 778
315, 778
792, 778
1262, 778
294, 778
85, 778
636, 778
1323, 778
1564, 778
451, 778
1126, 778
1230, 778
861, 778
1950, 778
1110, 778
523, 778
437, 778
470, 778
821, 778
130, 778
1274, 778
708, 778
496, 778
703, 778
1871, 778
1502, 778
36, 778
464, 778
327, 778
1903, 778
758, 778
894, 778
957, 778
597, 778
653, 778
767, 778
781, 778
1359, 778
1482, 778
131, 778
273, 778
832, 778
862, 778
1244, 778
511, 778
1181, 778
1026, 778
1442, 778
979, 778
1581, 778
678, 778
9858, 897
1326, 778
170, 778
1423, 778
1454, 778
442, 778
1038, 778
1545, 778
1741, 778
1822, 778
154, 778
1034, 778
1969, 778
321, 778
975, 778
1310, 778
1375, 778
1124, 778
1179, 778
943, 778
1571, 778
1689, 778
292, 778
1251, 778
434, 778
1822, 829
1775, 517
693, 517
650, 517
111, 517
1625, 517
183, 517
392, 517
1738, 517
53, 517
393, 517
326, 517
1598, 517
362, 517
443, 517
1483, 517
48, 517
383, 517
892, 517
901, 517
1567, 517
124, 517
1078, 517
1571, 517
387, 517
1572, 517
210, 517
419, 517
982, 517
1623, 517
1858, 517
1753, 517
1527, 517
670, 517
987, 517
157, 517
566, 517
1434, 517
1327, 517
1065, 517
1999, 517
1653, 517
812, 517
1207, 517
797, 517
1270, 517
1903, 517
1954, 517
629, 517
455, 517
1300, 517
1180, 517
1475, 517
353, 592
735, 778
571, 778
256, 299
977, 299
411, 299
738, 299
580, 299
91, 299
1649, 78
6580, 219
9868, 317
1652, 317
818, 622
511, 622
1903, 622
203, 622
1982, 622
12, 622
741, 622
907, 622
1193, 622
1428, 622
740, 622
1633, 622
94, 622
991, 622
769, 622
1465, 622
1491, 622
133, 622
126, 622
303, 622
1798, 622
1105, 622
126, 376
404, 376
551, 376
248, 376
332, 376
357, 989
349, 989
655, 989
1038, 989
912, 989
8139, 331
72, 706
196, 706
609, 706
206, 778
311, 778
419, 778
115, 778
697, 778
741, 778
1850, 778
512, 778
1099, 778
1768, 778
1002, 158
9858, 158
85, 744
27, 744
950, 744
365, 744
446, 305
1053, 305
386, 305
1500, 305
1943, 305
467, 305
1954, 305
471, 305
854, 948
168, 948
944, 791
95, 791
168, 791
838, 791
1566, 791
1751, 791
853, 791
196, 791
1226, 791
214, 791
118, 791
1793, 791
1235, 791
1120, 791
1806, 791
1903, 791
445, 791
894, 791
368, 791
1580, 791
1862, 791
773, 791
932, 791
1878, 791
144, 791
1784, 791
584, 791
930, 791
1025, 791
1126, 791
1456, 791
387, 791
1155, 791
782, 791
195, 791
953, 791
973, 791
1715, 791
1160, 791
1891, 791
332, 791
1470, 791
855, 791
1852, 791
1234, 791
825, 986
217, 986
1, 986
420, 986
454, 986
913, 716
245, 716
257, 716
895, 716
34, 716
900, 716
231, 716
183, 716
995, 716
929, 716
496, 716
185, 716
1082, 716
962, 716
585, 716
298, 716
924, 716
99, 716
277, 716
852, 716
154, 716
381, 716
453, 716
1033, 716
937, 716
1057, 716
59, 716
790, 716
101, 716
1021, 716
893, 716
613, 716
656, 716
594, 716
624, 716
100, 716
243, 716
455, 716
115, 716
251, 716
400, 716
24, 716
97, 716
873, 716
969, 716
151, 716
925, 989
1693, 663
404, 663
1413, 663
377, 663
1014, 663
26, 663
1692, 663
586, 663
965, 663
48, 663
1267, 663
1415, 663
1986, 663
39, 663
1744, 663
72, 663
1981, 663
540, 663
198, 663
523, 663
88, 663
688, 663
1991, 663
254, 376
761, 376
838, 376
337, 376
608, 376
755, 376
1037, 583
508, 583
1667, 367
1712, 367
878, 367
1280, 367
893, 367
213, 367
227, 367
1019, 781
1053, 989
258, 989
236, 989
149, 989
906, 989
725, 989
553, 989
274, 989
933, 989
777, 989
429, 989
133, 989
535, 989
977, 989
324, 989
557, 989
8, 989
196, 989
490, 989
331, 989
424, 989
679, 592
626, 592
865, 592
167, 592
575, 592
654, 592
726, 592
928, 592
428, 592
789, 592
586, 592
521, 592
939, 592
423, 716
509, 716
902, 716
178, 716
157, 716
960, 716
470, 716
343, 716
553, 716
445, 716
150, 716
647, 716
667, 716
675, 716
579, 716
612, 716
608, 716
458, 716
106, 716
223, 716
681, 716
961, 716
255, 716
309, 716
262, 716
870, 716
942, 716
1017, 716
1026, 716
194, 716
670, 716
979, 716
125, 716
982, 716
844, 716
1064, 716
391, 716
597, 716
685, 716
769, 716
896, 716
191, 716
1023, 716
437, 716
669, 716
536, 716
867, 716
68, 716
901, 716
599, 716
387, 716
1042, 716
506, 716
156, 716
216, 716
698, 716
289, 716
951, 716
596, 716
738, 716
953, 716
479, 716
390, 716
336, 716
545, 716
990, 716
176, 716
212, 716
66, 716
580, 716
19, 716
659, 716
273, 716
578, 716
363, 716
380, 716
507, 716
130, 716
248, 716
539, 716
703, 716
630, 716
655, 716
686, 716
851, 716
1061, 716
598, 716
213, 716
313, 716
704, 716
5, 716
442, 716
93, 716
501, 716
358, 716
1001, 716
838, 844
893, 844
215, 844
507, 844
1057, 844
578, 844
266, 844
938, 844
115, 844
104, 844
399, 844
731, 844
635, 844
678, 844
777, 844
699, 844
607, 844
318, 844
1043, 844
1026, 844
492, 844
733, 844
381, 844
1070, 844
614, 844
872, 844
717, 844
246, 844
804, 844
608, 844
222, 844
465, 844
736, 844
75, 844
353, 844
1036, 844
532, 844
510, 844
152, 844
498, 844
692, 844
80, 844
701, 844
398, 844
666, 844
779, 844
495, 844
364, 844
722, 844
406, 844
814, 844
742, 844
4, 844
454, 844
235, 844
1016, 844
99, 844
462, 844
1062, 844
51, 844
359, 844
348, 844
1, 844
352, 844
97, 844
658, 844
732, 844
536, 948
882, 948
495, 948
